cid,text
1583,"35/2024/QH15
Điều 30. Kết nối giao thông đường bộ
2. Kết nối giao thông đường bộ bao gồm:
c) Kết nối giao thông đường bộ với đầu mối giao thông của các phương thức vận tải khác."
1584,"35/2024/QH15
Điều 30. Kết nối giao thông đường bộ
3. Việc kết nối đường nhánh vào đường chính và giữa các tuyến đường với nhau, được thực hiện tại vị trí đấu nối và phải bảo đảm các yêu cầu sau đây:
a) Vị trí đấu nối được thiết kế, xây dựng tuân thủ quy chuẩn, tiêu chuẩn kỹ thuật; phù hợp với cấp đường và bảo đảm an toàn giao thông, năng lực thông hành của tuyến đường;"
1585,"35/2024/QH15
Điều 30. Kết nối giao thông đường bộ
3. Việc kết nối đường nhánh vào đường chính và giữa các tuyến đường với nhau, được thực hiện tại vị trí đấu nối và phải bảo đảm các yêu cầu sau đây:
b) Trường hợp đấu nối đường khác với đường cao tốc, ngoài việc thực hiện quy định tại điểm a và điểm c khoản này, khoảng cách giữa các vị trí đấu nối phải tuân thủ quy chuẩn, tiêu chuẩn kỹ thuật về thiết kế đường cao tốc;"
1586,"35/2024/QH15
Điều 30. Kết nối giao thông đường bộ
3. Việc kết nối đường nhánh vào đường chính và giữa các tuyến đường với nhau, được thực hiện tại vị trí đấu nối và phải bảo đảm các yêu cầu sau đây:
c) Việc kết nối giao thông đường bộ thực hiện theo quy định của Chính phủ."
1587,"35/2024/QH15
Điều 30. Kết nối giao thông đường bộ
4. Trách nhiệm xây dựng đường nhánh, đường gom, đường bên kết nối với đường chính trong từng địa bàn, khu vực được quy định như sau:
a) Chủ đầu tư, xây dựng các khu đô thị, khu dân cư, khu thương mại dịch vụ, khu hành chính, nơi làm việc của cơ quan, tổ chức, khu kinh tế, khu công nghiệp, cơ sở sản xuất, kinh doanh, cảng hàng không, bến xe, ga đường sắt, cảng thủy nội địa, bến thủy nội địa, cảng biển, cảng cạn và các đầu mối giao thông khác có trách nhiệm xây dựng đường bộ để kết nối giao thông từ các khu vực, cơ sở này với đường đi qua khu vực, cơ sở;"
1588,"35/2024/QH15
Điều 30. Kết nối giao thông đường bộ
4. Trách nhiệm xây dựng đường nhánh, đường gom, đường bên kết nối với đường chính trong từng địa bàn, khu vực được quy định như sau:
b) Bộ Giao thông vận tải, Ủy ban nhân dân các cấp đầu tư, xây dựng, nâng cấp, mở rộng, cải tạo đường bộ thuộc phạm vi quản lý kết nối giao thông thuận lợi đến các cảng hàng không, cảng biển, cảng thủy nội địa, bến thủy nội địa, ga đường sắt."
1589,"35/2024/QH15
Điều 32. Thi công công trình trên đường bộ đang khai thác
3. Các trường hợp thi công trên đường bộ đang khai thác không phải cấp giấy phép thi công bao gồm:
a) Thi công công trình bí mật nhà nước;"
1590,"35/2024/QH15
Điều 32. Thi công công trình trên đường bộ đang khai thác
3. Các trường hợp thi công trên đường bộ đang khai thác không phải cấp giấy phép thi công bao gồm:
b) Thi công trong phạm vi đất dành cho kết cấu hạ tầng đường bộ đối với dự án đầu tư xây dựng mới, nâng cấp, cải tạo công trình đường bộ do Thủ tướng Chính phủ quyết định đầu tư; dự án đầu tư xây dựng mới, nâng cấp, cải tạo công trình đường bộ do Bộ trưởng Bộ Giao thông vận tải, Chủ tịch Ủy ban nhân dân cấp tỉnh quyết định đầu tư trên các tuyến đường bộ thuộc phạm vi quản lý;"
1591,"35/2024/QH15
Điều 32. Thi công công trình trên đường bộ đang khai thác
3. Các trường hợp thi công trên đường bộ đang khai thác không phải cấp giấy phép thi công bao gồm:
c) Thi công trên đường chuyên dùng;"
1592,"35/2024/QH15
Điều 32. Thi công công trình trên đường bộ đang khai thác
3. Các trường hợp thi công trên đường bộ đang khai thác không phải cấp giấy phép thi công bao gồm:
d) Thi công trên đường thôn; đường ngõ, ngách, kiệt, hẻm trong đô thị;"
1593,"35/2024/QH15
Điều 32. Thi công công trình trên đường bộ đang khai thác
3. Các trường hợp thi công trên đường bộ đang khai thác không phải cấp giấy phép thi công bao gồm:
đ) Bảo hành, bảo dưỡng công trình đường bộ; sửa chữa cấp bách đường bộ để khắc phục hậu quả thiên tai, bão, lũ; cứu hộ, cứu nạn giao thông và các trường hợp cấp bách khác;"
1594,"35/2024/QH15
Điều 32. Thi công công trình trên đường bộ đang khai thác
3. Các trường hợp thi công trên đường bộ đang khai thác không phải cấp giấy phép thi công bao gồm:
e) Thi công sửa chữa, thay thế các bộ phận, hạng mục, thiết bị khi đáp ứng đồng thời các điều kiện: không đào, khoan, xẻ công trình đường bộ; không ảnh hưởng đến chất lượng, tải trọng, khổ giới hạn đường bộ; không gây ùn tắc giao thông; không thu hẹp phạm vi mặt đường dành cho giao thông; không phải điều chỉnh, phân luồng, phân làn giao thông;"
1595,"35/2024/QH15
Điều 32. Thi công công trình trên đường bộ đang khai thác
3. Các trường hợp thi công trên đường bộ đang khai thác không phải cấp giấy phép thi công bao gồm:
g) Thi công trên đường bộ đang khai thác mà cơ quan cấp phép tự thực hiện hoặc là chủ đầu tư dự án thi công trên đường bộ đang khai thác; cơ quan cấp phép trực thuộc chủ đầu tư dự án;"
1596,"35/2024/QH15
Điều 32. Thi công công trình trên đường bộ đang khai thác
3. Các trường hợp thi công trên đường bộ đang khai thác không phải cấp giấy phép thi công bao gồm:
h) Thi công ở nơi đường bộ giao nhau đồng mức với đường sắt hoặc thi công trên mặt cầu đường bộ đi chung với đường sắt đã được cơ quan nhà nước có thẩm quyền cấp phép theo quy định của pháp luật về đường sắt;"
1597,"35/2024/QH15
Điều 32. Thi công công trình trên đường bộ đang khai thác
3. Các trường hợp thi công trên đường bộ đang khai thác không phải cấp giấy phép thi công bao gồm:
i) Xây dựng công trình trong hành lang an toàn đường bộ đáp ứng đồng thời các quy định: không làm ảnh hưởng tầm nhìn xe chạy, an toàn giao thông, không sử dụng đất của đường bộ và công trình đường bộ làm mặt bằng thi công và đã được chấp thuận xây dựng theo quy định tại khoản 3 Điều 19 của Luật này;"
1598,"35/2024/QH15
Điều 32. Thi công công trình trên đường bộ đang khai thác
3. Các trường hợp thi công trên đường bộ đang khai thác không phải cấp giấy phép thi công bao gồm:
k) Xử lý cấp bách bảo đảm an toàn đê điều, công trình phòng, chống thiên tai;"
1599,"35/2024/QH15
Điều 32. Thi công công trình trên đường bộ đang khai thác
3. Các trường hợp thi công trên đường bộ đang khai thác không phải cấp giấy phép thi công bao gồm:
l) Trường hợp đã được cấp phép xây dựng và đã có phương án bảo đảm giao thông trên đường đang khai thác được cơ quan quản lý đường bộ chấp thuận."
1600,"35/2024/QH15
Điều 33. Thi công xây dựng, sửa chữa đoạn đường giao nhau đồng mức giữa đường bộ với đường sắt; thi công sửa chữa mặt cầu đường bộ đi chung với đường sắt, đường bộ giao cắt với đường sắt
2. Khi thi công sửa chữa mặt cầu đường bộ đi chung với đường sắt, sửa chữa ở nơi đường bộ giao cắt với đường sắt phải thực hiện quy định tại khoản 1 Điều này và các quy định sau đây:
a) Chủ đầu tư dự án sửa chữa đường bộ thống nhất với cơ quan quản lý đường sắt về thời gian, phương án thi công và phương án tổ chức giao thông, trừ trường hợp cần khắc phục sự cố nhằm ngăn ngừa tai nạn giao thông; nguy cơ sập đổ công trình;"
1601,"35/2024/QH15
Điều 33. Thi công xây dựng, sửa chữa đoạn đường giao nhau đồng mức giữa đường bộ với đường sắt; thi công sửa chữa mặt cầu đường bộ đi chung với đường sắt, đường bộ giao cắt với đường sắt
2. Khi thi công sửa chữa mặt cầu đường bộ đi chung với đường sắt, sửa chữa ở nơi đường bộ giao cắt với đường sắt phải thực hiện quy định tại khoản 1 Điều này và các quy định sau đây:
b) Thực hiện quy định khác có liên quan đến bảo đảm an toàn giao thông đường sắt theo quy định của pháp luật về đường sắt;"
1602,"35/2024/QH15
Điều 33. Thi công xây dựng, sửa chữa đoạn đường giao nhau đồng mức giữa đường bộ với đường sắt; thi công sửa chữa mặt cầu đường bộ đi chung với đường sắt, đường bộ giao cắt với đường sắt
2. Khi thi công sửa chữa mặt cầu đường bộ đi chung với đường sắt, sửa chữa ở nơi đường bộ giao cắt với đường sắt phải thực hiện quy định tại khoản 1 Điều này và các quy định sau đây:
c) Cơ quan có thẩm quyền thực hiện cấp giấy phép xây dựng theo quy định của pháp luật về đường sắt, hướng dẫn, kiểm tra việc thực hiện thi công và công tác bảo đảm an toàn giao thông, an toàn công trình đường sắt và đường bộ."
1603,"35/2024/QH15
Điều 34. Thi công xây dựng công trình thủy lợi, thủy điện trong phạm vi bảo vệ công trình đường bộ đang khai thác
2. Khi thi công xây dựng công trình thủy lợi, thủy điện giao cắt với đường bộ đang khai thác phải thực hiện quy định tại khoản 1 Điều này và các quy định sau đây:
a) Vị trí xây dựng không ảnh hưởng đến vận hành, khai thác và hoạt động bình thường của các công trình đường bộ hiện có, trừ quy định tại điểm d khoản này;"
1604,"35/2024/QH15
Điều 34. Thi công xây dựng công trình thủy lợi, thủy điện trong phạm vi bảo vệ công trình đường bộ đang khai thác
2. Khi thi công xây dựng công trình thủy lợi, thủy điện giao cắt với đường bộ đang khai thác phải thực hiện quy định tại khoản 1 Điều này và các quy định sau đây:
b) Thực hiện biện pháp bảo đảm an toàn cho công trình đường bộ hiện có, công trình liền kề, bảo đảm giao thông thông suốt, an toàn và bảo vệ môi trường; bảo đảm các quy định về tĩnh không của đường bộ, phạm vi bảo vệ trên không, phạm vi bảo vệ bên dưới của công trình đường bộ;"
1605,"35/2024/QH15
Điều 34. Thi công xây dựng công trình thủy lợi, thủy điện trong phạm vi bảo vệ công trình đường bộ đang khai thác
2. Khi thi công xây dựng công trình thủy lợi, thủy điện giao cắt với đường bộ đang khai thác phải thực hiện quy định tại khoản 1 Điều này và các quy định sau đây:
c) Không được làm xói lở mố, trụ cầu, tường chắn bảo vệ công trình đường bộ khi nạo vét và thi công trên sông, kênh, mương trong phạm vi bảo vệ kết cấu hạ tầng đường bộ;"
1606,"35/2024/QH15
Điều 34. Thi công xây dựng công trình thủy lợi, thủy điện trong phạm vi bảo vệ công trình đường bộ đang khai thác
2. Khi thi công xây dựng công trình thủy lợi, thủy điện giao cắt với đường bộ đang khai thác phải thực hiện quy định tại khoản 1 Điều này và các quy định sau đây:
d) Trước khi xây dựng công trình thủy lợi, thủy điện cắt ngang, chồng lấn lên vị trí đường bộ hoặc ảnh hưởng đến công trình đường bộ đang khai thác, chủ đầu tư dự án xây dựng công trình thủy lợi, thủy điện phải xây dựng công trình đường bộ để bồi hoàn, thay thế cho phần công trình đường bộ bị ảnh hưởng hoặc bồi hoàn bằng kinh phí xây dựng đoạn đường thay thế. Công trình đường bộ để bồi hoàn có cấp kỹ thuật, quy mô không thấp hơn công trình đường bộ bị ảnh hưởng;"
1607,"35/2024/QH15
Điều 34. Thi công xây dựng công trình thủy lợi, thủy điện trong phạm vi bảo vệ công trình đường bộ đang khai thác
2. Khi thi công xây dựng công trình thủy lợi, thủy điện giao cắt với đường bộ đang khai thác phải thực hiện quy định tại khoản 1 Điều này và các quy định sau đây:
đ) Sau khi hoàn thành xây dựng công trình đường bộ để bồi hoàn, chủ đầu tư dự án xây dựng công trình thủy lợi, thủy điện có trách nhiệm bàn giao công trình đường bộ để bồi hoàn và hồ sơ hoàn thành công trình, quy trình bảo trì cho cơ quan quản lý đường bộ hoặc người quản lý, sử dụng đường bộ."
1608,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
1. Bảo trì kết cấu hạ tầng đường bộ là tập hợp các công việc nhằm bảo đảm và duy trì hoạt động bình thường, an toàn của kết cấu hạ tầng đường bộ theo quy định của thiết kế trong quá trình vận hành, khai thác, sử dụng, bao gồm:
a) Bảo dưỡng kết cấu hạ tầng đường bộ;"
1609,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
1. Bảo trì kết cấu hạ tầng đường bộ là tập hợp các công việc nhằm bảo đảm và duy trì hoạt động bình thường, an toàn của kết cấu hạ tầng đường bộ theo quy định của thiết kế trong quá trình vận hành, khai thác, sử dụng, bao gồm:
b) Sửa chữa kết cấu hạ tầng đường bộ;"
1610,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
1. Bảo trì kết cấu hạ tầng đường bộ là tập hợp các công việc nhằm bảo đảm và duy trì hoạt động bình thường, an toàn của kết cấu hạ tầng đường bộ theo quy định của thiết kế trong quá trình vận hành, khai thác, sử dụng, bao gồm:
c) Kiểm tra, quan trắc, kiểm định chất lượng, đánh giá an toàn kết cấu hạ tầng đường bộ."
1611,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
2. Bảo dưỡng kết cấu hạ tầng đường bộ được quy định như sau:
a) Bảo dưỡng kết cấu hạ tầng đường bộ gồm bảo dưỡng thường xuyên, bảo dưỡng định kỳ và được thực hiện theo quy định của Luật này, quy định của pháp luật về xây dựng, pháp luật về quản lý, sử dụng tài sản công, quy chuẩn, tiêu chuẩn kỹ thuật và quy trình bảo trì kết cấu hạ tầng đường bộ;"
1612,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
2. Bảo dưỡng kết cấu hạ tầng đường bộ được quy định như sau:
b) Kết quả thực hiện bảo dưỡng kết cấu hạ tầng đường bộ phải được ghi chép và lập hồ sơ; người quản lý, sử dụng đường bộ có trách nhiệm xác nhận việc hoàn thành bảo dưỡng và quản lý trong hồ sơ bảo trì công trình đường bộ;"
1613,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
2. Bảo dưỡng kết cấu hạ tầng đường bộ được quy định như sau:
c) Việc áp dụng hình thức bảo dưỡng đối với kết cấu hạ tầng đường bộ thực hiện theo quy định của pháp luật về xây dựng, pháp luật về quản lý, sử dụng tài sản công và pháp luật về đấu thầu."
1614,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
4. Sửa chữa định kỳ bao gồm:
a) Sửa chữa khiếm khuyết, hư hỏng công trình, hạng mục công trình, thiết bị, thay thế bộ phận công trình, thiết bị lắp đặt vào công trình bị hư hỏng được thực hiện định kỳ về thời hạn hoặc tần suất khai thác, sử dụng theo quy chuẩn, tiêu chuẩn kỹ thuật, quy trình bảo trì kết cấu hạ tầng đường bộ;"
1615,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
4. Sửa chữa định kỳ bao gồm:
b) Bổ sung báo hiệu đường bộ, công trình an toàn giao thông đường bộ và các hạng mục công trình, thiết bị công trình khác để bảo đảm giao thông an toàn, thông suốt và cải thiện tình trạng kỹ thuật của công trình đang khai thác;"
1616,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
4. Sửa chữa định kỳ bao gồm:
c) Sửa chữa, nâng cấp kho chứa trang thiết bị, vật tư dự phòng trong lĩnh vực đường bộ; mua sắm bổ sung vật tư dự phòng phục vụ công tác phòng, chống, khắc phục hậu quả thiên tai và tìm kiếm cứu nạn;"
1617,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
4. Sửa chữa định kỳ bao gồm:
d) Sửa chữa, nâng cấp hệ thống quản lý giao thông thông minh; trung tâm quản lý, điều hành giao thông tuyến đường cao tốc; phương tiện, thiết bị, hệ thống công nghệ phục vụ công tác quản lý, vận hành, khai thác, bảo trì công trình đường bộ; hệ thống quản lý, vận hành giao thông đường bộ; hệ thống thu phí; công trình kiểm soát tải trọng xe."
1618,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
5. Sửa chữa đột xuất bao gồm:
a) Sửa chữa khắc phục điểm hay xảy ra tai nạn giao thông đường bộ, điểm tiềm ẩn tai nạn giao thông đường bộ;"
1619,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
5. Sửa chữa đột xuất bao gồm:
b) Sửa chữa khắc phục hậu quả thiên tai;"
1620,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
5. Sửa chữa đột xuất bao gồm:
c) Sửa chữa khi bộ phận công trình bị hư hỏng đột xuất trong quá trình vận hành, khai thác, sử dụng và các trường hợp cần thiết khác để bảo đảm an toàn công trình, an toàn giao thông trong thời gian vận hành, khai thác, sử dụng."
1621,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
7. Kiểm tra, quan trắc, kiểm định chất lượng kết cấu hạ tầng đường bộ và đánh giá an toàn công trình được quy định như sau:
a) Việc kiểm tra chất lượng kết cấu hạ tầng đường bộ gồm các công việc tuần đường, tuần kiểm và các công việc kiểm tra khác theo quy định của pháp luật về xây dựng;"
1622,"35/2024/QH15
Điều 35. Bảo trì kết cấu hạ tầng đường bộ
7. Kiểm tra, quan trắc, kiểm định chất lượng kết cấu hạ tầng đường bộ và đánh giá an toàn công trình được quy định như sau:
b) Việc quan trắc, kiểm định chất lượng kết cấu hạ tầng đường bộ và đánh giá an toàn công trình thực hiện theo quy định của pháp luật về xây dựng."
1623,"35/2024/QH15
Điều 36. Quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ
2. Nội dung quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ bao gồm:
a) Tiếp nhận công trình, thiết bị lắp đặt vào công trình, hồ sơ hoàn thành công trình sau khi hoàn thành việc đầu tư, xây dựng; lập, bảo quản hồ sơ quản lý kết cấu hạ tầng đường bộ;"
1624,"35/2024/QH15
Điều 36. Quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ
2. Nội dung quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ bao gồm:
b) Tổ chức giao thông theo quy định tại khoản 2 và khoản 3 Điều 25 của Luật này;"
1625,"35/2024/QH15
Điều 36. Quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ
2. Nội dung quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ bao gồm:
c) Bảo vệ kết cấu hạ tầng đường bộ; quản lý, sử dụng đất của đường bộ, hành lang an toàn đường bộ;"
1626,"35/2024/QH15
Điều 36. Quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ
2. Nội dung quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ bao gồm:
d) Quản lý, vận hành, khai thác hệ thống quản lý giao thông thông minh; trung tâm quản lý, điều hành giao thông tuyến đường cao tốc, công trình kiểm soát tải trọng xe, hệ thống thu phí và các thiết bị gắn vào kết cấu hạ tầng đường bộ;"
1627,"35/2024/QH15
Điều 36. Quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ
2. Nội dung quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ bao gồm:
đ) Thu thập, quản lý, sử dụng, vận hành, khai thác và cập nhật hệ thống cơ sở dữ liệu đường bộ;"
1628,"35/2024/QH15
Điều 36. Quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ
2. Nội dung quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ bao gồm:
e) Thực hiện công tác phòng, chống thiên tai trong lĩnh vực đường bộ theo quy định của pháp luật về phòng, chống thiên tai và quy định của Luật này;"
1629,"35/2024/QH15
Điều 36. Quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ
2. Nội dung quản lý, vận hành, khai thác kết cấu hạ tầng đường bộ bao gồm:
g) Thực hiện các công việc khác theo quy định của Luật này, pháp luật về quản lý, sử dụng tài sản công và quy định khác của pháp luật có liên quan."
1630,"35/2024/QH15
Điều 38. Phòng, chống, khắc phục hậu quả thiên tai trong lĩnh vực đường bộ
2. Việc thực hiện phòng, chống, khắc phục hậu quả thiên tai và tìm kiếm cứu nạn đối với các tuyến đường đã đưa vào khai thác, sử dụng thực hiện theo quy định của pháp luật về phòng, chống thiên tai, quy định khác của pháp luật có liên quan và các quy định sau đây:
a) Bộ Giao thông vận tải, Ủy ban nhân dân các cấp tổ chức thực hiện công tác phòng, chống, khắc phục hậu quả thiên tai và tìm kiếm cứu nạn đối với đường bộ thuộc phạm vi quản lý;"
1631,"35/2024/QH15
Điều 38. Phòng, chống, khắc phục hậu quả thiên tai trong lĩnh vực đường bộ
2. Việc thực hiện phòng, chống, khắc phục hậu quả thiên tai và tìm kiếm cứu nạn đối với các tuyến đường đã đưa vào khai thác, sử dụng thực hiện theo quy định của pháp luật về phòng, chống thiên tai, quy định khác của pháp luật có liên quan và các quy định sau đây:
b) Người quản lý, sử dụng đường bộ có trách nhiệm thực hiện phòng, chống, khắc phục hậu quả thiên tai đối với đường bộ được giao quản lý, tham gia công tác tìm kiếm cứu nạn; sửa chữa, khắc phục ngay hư hỏng công trình đường bộ đối với các trường hợp không bảo đảm an toàn cho người, phương tiện tham gia giao thông đường bộ; khắc phục nguy cơ sập đổ công trình đường bộ, công trình liền kề; tham gia công tác cứu nạn, cứu hộ;"
1632,"35/2024/QH15
Điều 38. Phòng, chống, khắc phục hậu quả thiên tai trong lĩnh vực đường bộ
2. Việc thực hiện phòng, chống, khắc phục hậu quả thiên tai và tìm kiếm cứu nạn đối với các tuyến đường đã đưa vào khai thác, sử dụng thực hiện theo quy định của pháp luật về phòng, chống thiên tai, quy định khác của pháp luật có liên quan và các quy định sau đây:
c) Cơ quan, tổ chức, cá nhân có liên quan tham gia phòng, chống, khắc phục hậu quả thiên tai và tìm kiếm cứu nạn."
1633,"35/2024/QH15
Điều 39. Bến xe, bãi đỗ xe, trạm dừng nghỉ, điểm dừng xe, trạm thu phí đường bộ, công trình kiểm soát tải trọng xe trên đường bộ
1. Bến xe, bãi đỗ xe, trạm dừng nghỉ được quy định như sau:
a) Bến xe phải được xây dựng tại các đô thị là trung tâm hành chính cấp huyện trở lên và các khu vực cần thiết khác để phục vụ vận tải hành khách công cộng;"
1634,"35/2024/QH15
Điều 39. Bến xe, bãi đỗ xe, trạm dừng nghỉ, điểm dừng xe, trạm thu phí đường bộ, công trình kiểm soát tải trọng xe trên đường bộ
1. Bến xe, bãi đỗ xe, trạm dừng nghỉ được quy định như sau:
b) Bãi đỗ xe được xây dựng phù hợp với nhu cầu đỗ xe tại các khu vực trong đô thị, ngoại ô thành phố, thị xã, đường có lưu lượng vận tải lớn và các khu vực khác khi cần thiết để phục vụ đỗ xe, trông giữ xe. Bãi đỗ xe gồm: bãi đỗ xe tải; bãi đỗ xe khách, xe con; bãi đỗ xe dùng cho nhiều loại xe;"
1635,"35/2024/QH15
Điều 39. Bến xe, bãi đỗ xe, trạm dừng nghỉ, điểm dừng xe, trạm thu phí đường bộ, công trình kiểm soát tải trọng xe trên đường bộ
1. Bến xe, bãi đỗ xe, trạm dừng nghỉ được quy định như sau:
c) Bến xe được đầu tư, xây dựng đáp ứng yêu cầu quy chuẩn kỹ thuật quốc gia do Bộ trưởng Bộ Giao thông vận tải ban hành. Đối với bãi đỗ xe đô thị thực hiện theo quy chuẩn kỹ thuật quốc gia do Bộ trưởng Bộ Xây dựng ban hành;"
1636,"35/2024/QH15
Điều 39. Bến xe, bãi đỗ xe, trạm dừng nghỉ, điểm dừng xe, trạm thu phí đường bộ, công trình kiểm soát tải trọng xe trên đường bộ
1. Bến xe, bãi đỗ xe, trạm dừng nghỉ được quy định như sau:
d) Trạm dừng nghỉ phải xây dựng ngoài phạm vi hành lang an toàn đường bộ, bảo đảm quy chuẩn kỹ thuật quốc gia do Bộ trưởng Bộ Giao thông vận tải ban hành;"
1637,"35/2024/QH15
Điều 39. Bến xe, bãi đỗ xe, trạm dừng nghỉ, điểm dừng xe, trạm thu phí đường bộ, công trình kiểm soát tải trọng xe trên đường bộ
1. Bến xe, bãi đỗ xe, trạm dừng nghỉ được quy định như sau:
đ) Trạm dừng nghỉ, bến xe phải có hệ thống sạc điện cho phương tiện giao thông cơ giới sử dụng năng lượng điện theo quy định của pháp luật về tiêu chuẩn, quy chuẩn kỹ thuật. Ưu tiên bố trí hệ thống sạc điện cho phương tiện giao thông cơ giới sử dụng năng lượng điện tại bãi đỗ xe. Bến xe, bãi đỗ xe, trạm dừng nghỉ được kết hợp đầu tư, xây dựng để thực hiện hoạt động dịch vụ thương mại."
1638,"35/2024/QH15
Điều 39. Bến xe, bãi đỗ xe, trạm dừng nghỉ, điểm dừng xe, trạm thu phí đường bộ, công trình kiểm soát tải trọng xe trên đường bộ
2. Điểm dừng xe được quy định như sau:
a) Điểm dừng xe trong đô thị và trong các khu dân cư, cơ quan, tổ chức nhằm đáp ứng nhu cầu dừng xe phục vụ giao thông đô thị và các khu vực, địa điểm này;"
1639,"35/2024/QH15
Điều 39. Bến xe, bãi đỗ xe, trạm dừng nghỉ, điểm dừng xe, trạm thu phí đường bộ, công trình kiểm soát tải trọng xe trên đường bộ
2. Điểm dừng xe được quy định như sau:
b) Điểm dừng xe trong phạm vi đường bộ được bố trí tại một số vị trí nhất định dành cho xe ô tô để đón, trả khách;"
1640,"35/2024/QH15
Điều 39. Bến xe, bãi đỗ xe, trạm dừng nghỉ, điểm dừng xe, trạm thu phí đường bộ, công trình kiểm soát tải trọng xe trên đường bộ
2. Điểm dừng xe được quy định như sau:
c) Đối với các đường ngoài đô thị được đầu tư, xây dựng mới hoặc nâng cấp, mở rộng, cải tạo thì điểm dừng xe phải được xây dựng ngoài phạm vi đường bộ."
1641,"35/2024/QH15
Điều 39. Bến xe, bãi đỗ xe, trạm dừng nghỉ, điểm dừng xe, trạm thu phí đường bộ, công trình kiểm soát tải trọng xe trên đường bộ
4. Công trình kiểm soát tải trọng xe được quy định như sau:
a) Công trình kiểm soát tải trọng xe để xác định tải trọng trục xe, khối lượng toàn bộ của xe tham gia giao thông trên đường bộ, bảo đảm phù hợp với quy chuẩn kỹ thuật quốc gia do Bộ trưởng Bộ Giao thông vận tải ban hành;"
1642,"35/2024/QH15
Điều 39. Bến xe, bãi đỗ xe, trạm dừng nghỉ, điểm dừng xe, trạm thu phí đường bộ, công trình kiểm soát tải trọng xe trên đường bộ
4. Công trình kiểm soát tải trọng xe được quy định như sau:
b) Bộ Giao thông vận tải, Ủy ban nhân dân cấp tỉnh quyết định vị trí xây dựng, lắp đặt công trình kiểm soát tải trọng xe trên đường bộ thuộc phạm vi quản lý;"
1643,"35/2024/QH15
Điều 39. Bến xe, bãi đỗ xe, trạm dừng nghỉ, điểm dừng xe, trạm thu phí đường bộ, công trình kiểm soát tải trọng xe trên đường bộ
4. Công trình kiểm soát tải trọng xe được quy định như sau:
c) Cơ quan quản lý đường bộ, cơ quan chức năng có thẩm quyền, tổ chức được giao quản lý, vận hành, khai thác, bảo trì công trình đường bộ sử dụng công trình kiểm soát tải trọng xe để thực hiện việc thu thập, phân tích, đánh giá tác động của tải trọng trục xe, khối lượng toàn bộ của xe đến an toàn công trình, an toàn giao thông đường bộ; phát hiện vi phạm, xử lý theo quy định của pháp luật;"
1644,"35/2024/QH15
Điều 39. Bến xe, bãi đỗ xe, trạm dừng nghỉ, điểm dừng xe, trạm thu phí đường bộ, công trình kiểm soát tải trọng xe trên đường bộ
4. Công trình kiểm soát tải trọng xe được quy định như sau:
d) Dữ liệu thu thập từ công trình kiểm soát tải trọng xe phải được kết nối, chia sẻ kịp thời với lực lượng Cảnh sát giao thông để xử lý vi phạm pháp luật."
1645,"35/2024/QH15
Điều 42. Nguồn tài chính để đầu tư, xây dựng, quản lý, vận hành, khai thác, bảo trì kết cấu hạ tầng đường bộ và nguồn thu từ kết cấu hạ tầng đường bộ 1 . Nguồn tài chính để đầu tư, xây dựng, quản lý, vận hành, khai thác và bảo trì kết cấu hạ tầng đường bộ được thực hiện theo quy định của pháp luật về ngân sách nhà nước, pháp luật về đầu tư, pháp luật về đầu tư công, pháp luật về đầu tư theo phương thức đối tác công tư, pháp luật về quản lý, sử dụng tài sản công và quy định khác của pháp luật có liên quan.
2. Nguồn thu từ kết cấu hạ tầng đường bộ nộp ngân sách nhà nước bao gồm:
a) Phí sử dụng đường bộ thu qua đầu phương tiện đối với xe ô tô;"
